Date,Campus,Male-Adult,Female-Adult,Kids/Teen,Total,Global total,Comments,unique_id
2024-07-09 00:00:00,UK (Glasglow),31,24,1,56,,,442
2024-07-09 00:00:00,UK (Manchester),50,89,8,147,,,443
2024-07-09 00:00:00,Uyo,141,216,3,360,,,444
2024-07-09 00:00:00,Dallas,19,31,1,51,,,445
2024-07-09 00:00:00,Abeokuta,67,113,7,187,7768,,446
2024-07-16 00:00:00,Lagos - Ikeja,717,1132,68,1917,,,447
2024-07-16 00:00:00,Lagos - Yaba,271,452,20,743,,,448
2024-07-16 00:00:00,Lagos - VI,209,287,22,518,,,449
2024-07-16 00:00:00,Lagos - Ago,193,323,49,565,,,450
2024-07-16 00:00:00,Lagos - Ajah,129,175,13,317,,,451
2024-07-16 00:00:00,Abuja - Utako,300,356,52,708,,,452
2024-07-16 00:00:00,Abuja - Mararaba,79,124,16,219,,,453
2024-07-16 00:00:00,Abuja - Lokogoma,159,270,30,459,,,454
2024-07-16 00:00:00,PHC,220,360,23,603,,,455
2024-07-16 00:00:00,Ibadan,291,444,49,784,,,456
2024-07-16 00:00:00,Ife,125,168,3,296,,,457
2024-07-16 00:00:00,Canada (Toronto),118,177,29,324,,,458
2024-07-16 00:00:00,Canada (Ottawa),19,18,4,41,,,459
2024-07-16 00:00:00,UK (Birm),52,80,12,144,,,460
2024-07-16 00:00:00,UK (London),78,149,5,232,,,461
2024-07-16 00:00:00,UK (Glasglow),22,27,1,50,,,462
2024-07-16 00:00:00,UK (Manchester),43,61,5,109,,,463
2024-07-16 00:00:00,Uyo,138,226,14,378,,,464
2024-07-16 00:00:00,Akure,85,107,4,196,,,465
2024-07-16 00:00:00,Dallas,21,29,1,51,,,466
2024-07-16 00:00:00,Abeokuta,86,106,8,200,8854,,467
2024-07-23 00:00:00,Lagos - Ikeja,635,880,67,1582,,,468
2024-07-23 00:00:00,Lagos - Yaba,260,380,18,658,,,469
2024-07-23 00:00:00,Lagos - VI,172,235,11,418,,,470
2024-07-23 00:00:00,Lagos - Ago,150,240,24,414,,,471
2024-07-23 00:00:00,Lagos - Ajah,128,157,16,301,,,472
2024-07-23 00:00:00,Abuja - Utako,280,344,41,665,,,473
2024-07-23 00:00:00,Abuja - Mararaba,93,119,19,231,,,474
2024-07-23 00:00:00,Abuja - Lokogoma,167,286,33,486,,,475
2024-07-23 00:00:00,PHC,220,341,43,604,,,476
2024-07-23 00:00:00,Ibadan,298,469,43,810,,,477
2024-07-23 00:00:00,Ife,115,155,6,276,,,478
2024-07-23 00:00:00,Canada (Toronto),130,214,27,371,,,479
2024-07-23 00:00:00,Canada (Ottawa),13,25,2,40,,,480
2024-07-23 00:00:00,UK (Birm),48,90,12,150,,,481
2024-07-23 00:00:00,UK (London),74,142,4,220,,,482
2024-07-23 00:00:00,UK (Glasglow),26,23,1,50,,,483
2024-07-23 00:00:00,UK (Manchester),47,63,4,114,,,484
2024-07-23 00:00:00,Uyo,179,192,11,382,,,485
2024-07-23 00:00:00,Akure,63,51,2,116,,,486
2024-07-23 00:00:00,Dallas,37,103,8,148,,,487
2024-07-23 00:00:00,Abeokuta,64,111,10,185,8221,,488
2024-07-30 00:00:00,Lagos - Ikeja,746,1001,89,1836,,,489
2024-07-30 00:00:00,Lagos - Yaba,288,417,19,724,,,490
2024-07-30 00:00:00,Lagos - VI,167,273,15,455,,,491
2024-07-30 00:00:00,Lagos - Ago,179,278,40,497,,,492
2024-07-30 00:00:00,Lagos - Ajah,108,122,21,251,,,493
2024-07-30 00:00:00,Abuja - Utako,289,412,38,739,,,494
2024-07-30 00:00:00,Abuja - Mararaba,100,115,15,230,,,495
2024-07-30 00:00:00,Abuja - Lokogoma,191,281,34,506,,,496
2024-07-30 00:00:00,PHC,247,340,23,610,,,497
2024-07-30 00:00:00,Ibadan,276,421,44,741,,,498
2024-07-30 00:00:00,Ife,92,163,2,257,,,499
2024-07-30 00:00:00,Canada (Toronto),139,212,34,385,,,500
2024-07-30 00:00:00,Canada (Ottawa),11,28,2,41,,,501
2024-07-30 00:00:00,UK (London),277,435,11,723,,,503
2024-07-30 00:00:00,Uyo,148,201,9,358,,,506
2024-07-30 00:00:00,Akure,45,49,3,97,,,507
2024-07-30 00:00:00,Dallas,22,31,0,53,,,508
2024-07-30 00:00:00,Abeokuta,70,105,5,180,8683,,509
2024-08-06 00:00:00,Lagos - Ikeja,821,1115,66,2002,,,510
2024-08-06 00:00:00,Lagos - Yaba,380,475,21,876,,,511
2024-08-06 00:00:00,Lagos - VI,229,342,21,592,,,512
2024-08-06 00:00:00,Lagos - Ago,245,298,41,584,,,513
2024-08-06 00:00:00,Lagos - Ajah,126,164,23,313,,,514
2024-08-06 00:00:00,Abuja - Utako,334,410,58,802,,,515
2024-08-06 00:00:00,Abuja - Mararaba,102,128,27,257,,,516
2024-08-06 00:00:00,Abuja - Lokogoma,195,307,43,545,,,517
2024-08-06 00:00:00,PHC,223,333,50,606,,,518
2024-08-06 00:00:00,Ibadan,340,531,42,913,,,519
2024-08-06 00:00:00,Ife,124,153,6,283,,,520
2024-08-06 00:00:00,Canada (Toronto),122,211,33,366,,,521
2024-08-06 00:00:00,Canada (Ottawa),19,27,4,50,,,522
2024-08-06 00:00:00,UK (Birm),50,87,9,146,,,523
2024-08-06 00:00:00,UK (London),96,157,9,262,,,524
2024-08-06 00:00:00,UK (Glasglow),19,28,2,49,,,525
2024-08-06 00:00:00,UK (Manchester),61,98,14,173,,,526
2024-08-06 00:00:00,Uyo,72,103,2,177,,,527
2024-08-06 00:00:00,Akure,38,64,2,104,,,528
2024-08-06 00:00:00,Dallas,21,37,1,59,,,529
2024-08-06 00:00:00,Abeokuta,76,141,8,225,9384,,530
2024-08-13 00:00:00,Lagos - Ikeja,751,1032,84,1867,,,531
2024-08-13 00:00:00,Lagos - Yaba,358,566,19,943,,,532
2024-08-13 00:00:00,Lagos - VI,184,291,19,494,,,533
2024-08-13 00:00:00,Lagos - Ago,203,306,38,547,,,534
2024-08-13 00:00:00,Lagos - Ajah,126,177,24,327,,,535
2024-08-13 00:00:00,Abuja - Utako,257,368,46,671,,,536
2024-08-13 00:00:00,Abuja - Mararaba,80,131,24,235,,,537
2024-08-13 00:00:00,Abuja - Lokogoma,174,287,53,514,,,538
2024-08-13 00:00:00,PHC,501,800,36,1337,,,539
2024-08-13 00:00:00,Ibadan,281,428,29,738,,,540
2024-08-13 00:00:00,Ife,112,173,3,288,,,541
2024-08-13 00:00:00,Canada (Toronto),152,232,27,411,,,542
2024-08-13 00:00:00,Canada (Ottawa),11,15,2,28,,,543
2024-08-13 00:00:00,UK (Birm),66,89,10,165,,,544
2024-08-13 00:00:00,UK (London),78,136,5,219,,,545
2024-08-13 00:00:00,UK (Glasglow),26,22,1,49,,,546
2024-08-13 00:00:00,UK (Manchester),52,67,7,126,,,547
2024-08-13 00:00:00,Uyo,96,134,5,235,,,548
2024-08-13 00:00:00,Dallas,16,38,1,55,,,550
2024-08-13 00:00:00,Abeokuta,63,106,2,171,,,551
2024-08-13 00:00:00,Ilorin,414,0,2,416,9951,,552
2024-08-20 00:00:00,Lagos - Ikeja,747,1046,76,1869,,,553
2024-08-20 00:00:00,Lagos - Yaba,323,469,16,808,,,554
2024-08-20 00:00:00,Lagos - VI,192,302,26,520,,,555
2024-08-20 00:00:00,Lagos - Ago,217,300,41,558,,,556
2024-08-20 00:00:00,Lagos - Ajah,135,177,28,340,,,557
2024-08-20 00:00:00,Abuja - Utako,225,334,54,613,,,558
2024-08-20 00:00:00,Abuja - Mararaba,96,118,30,244,,,559
2024-08-20 00:00:00,Abuja - Lokogoma,182,262,38,482,,,560
2024-08-20 00:00:00,PHC,261,346,34,641,,,561
2024-08-20 00:00:00,Ibadan,269,422,47,738,,,562
2024-08-20 00:00:00,Ife,127,174,6,307,,,563
2024-08-20 00:00:00,Canada (Toronto),141,236,28,405,,,564
2024-08-20 00:00:00,Canada (Ottawa),16,27,3,46,,,565
2024-08-20 00:00:00,UK (Birm),60,86,7,153,,,566
2024-08-20 00:00:00,UK (London),89,138,9,236,,,567
2024-08-20 00:00:00,UK (Glasglow),30,30,1,61,,,568
2024-08-20 00:00:00,UK (Manchester),71,77,10,158,,,569
2024-08-20 00:00:00,Uyo,90,124,8,222,,,570
2024-08-20 00:00:00,Akure,50,57,6,113,,,571
2024-08-20 00:00:00,Dallas,18,28,1,47,,,572
2024-08-20 00:00:00,Ilorin,129,74,2,205,,,573
2024-08-20 00:00:00,Abeokuta,72,104,7,183,8949,,574
2024-08-27 00:00:00,Lagos - Ikeja,769,1115,85,1969,,,575
2024-08-27 00:00:00,Lagos - Yaba,367,410,17,794,,,576
2024-08-27 00:00:00,Lagos - VI,177,268,23,468,,,577
2024-08-27 00:00:00,Lagos - Ago,179,286,42,507,,,578
2024-08-27 00:00:00,Lagos - Ajah,121,169,33,323,,,579
2024-08-27 00:00:00,Abuja - Utako,223,327,51,601,,,580
2024-08-27 00:00:00,Abuja - Mararaba,78,103,13,194,,,581
2024-08-27 00:00:00,Abuja - Lokogoma,134,215,41,390,,,582
2024-08-27 00:00:00,PHC,223,338,40,601,,,583
2024-08-27 00:00:00,Ibadan,283,424,48,755,,,584
2024-08-27 00:00:00,Ife,138,176,4,318,,,585
2024-08-27 00:00:00,Canada (Toronto),139,209,28,376,,,586
2024-08-27 00:00:00,Canada (Ottawa),14,23,6,43,,,587
2024-08-27 00:00:00,UK (Birm),53,97,10,160,,,588
2024-08-27 00:00:00,UK (London),91,170,16,277,,,589
2024-08-27 00:00:00,UK (Glasglow),23,23,1,47,,,590
2024-08-27 00:00:00,UK (Manchester),58,81,3,142,,,591
2024-08-27 00:00:00,Uyo,104,142,10,256,,,592
2024-08-27 00:00:00,Akure,50,57,3,110,,,593
2024-08-27 00:00:00,Ilorin,69,103,1,173,,,594
2024-08-27 00:00:00,Abeokuta,64,111,6,181,,,596
2024-08-27 00:00:00,Benin,81,129,16,226,8965,,597
2024-09-03 00:00:00,Lagos - Ikeja,783,1146,68,1997,,,598
2024-09-03 00:00:00,Lagos - Yaba,250,483,17,750,,,599
2024-09-03 00:00:00,Lagos - VI,169,256,22,447,,,600
2024-09-03 00:00:00,Lagos - Ago,162,319,51,532,,,601
2024-09-03 00:00:00,Lagos - Ajah,146,174,22,342,,,602
2024-09-03 00:00:00,Abuja - Utako,288,386,52,726,,,603
2024-09-03 00:00:00,Abuja - Mararaba,107,152,32,291,,,604
2024-09-03 00:00:00,Abuja - Lokogoma,198,299,41,538,,,605
2024-09-03 00:00:00,PHC,224,360,38,622,,,606
2024-09-03 00:00:00,Ibadan,318,450,54,822,,,607
2024-09-03 00:00:00,Ife,127,194,7,328,,,608
2024-09-03 00:00:00,Canada (Toronto),125,193,22,340,,,609
2024-09-03 00:00:00,Canada (Ottawa),12,22,1,35,,,610
2024-09-03 00:00:00,UK (Birm),53,91,9,153,,,611
2024-09-03 00:00:00,UK (London),164,82,10,256,,,612
2024-09-03 00:00:00,UK (Glasglow),26,32,0,58,,,613
2024-09-03 00:00:00,UK (Manchester),64,93,6,163,,,614
2024-09-03 00:00:00,Uyo,103,123,7,233,,,615
2024-09-03 00:00:00,Akure,45,66,1,112,,,616
2024-09-03 00:00:00,US - Dallas,14,25,2,41,,,617
2024-09-03 00:00:00,US - DMV,23,57,2,82,,,618
2024-09-03 00:00:00,Ilorin,68,99,1,168,,,619
2024-09-03 00:00:00,Abeokuta,85,134,5,224,,,620
2024-09-03 00:00:00,Benin,58,85,4,147,9407,,621
2024-09-10 00:00:00,Lagos - Ikeja,717,1030,69,1816,,,622
2024-09-10 00:00:00,Lagos - Yaba,529,398,17,944,,,623
2024-09-10 00:00:00,Lagos - VI,234,363,11,608,,,624
2024-09-10 00:00:00,Lagos - Ago,184,315,50,549,,,625
2024-09-10 00:00:00,Lagos - Ajah,139,166,20,325,,,626
2024-09-10 00:00:00,Abuja - Utako,309,423,63,795,,,627
2024-09-10 00:00:00,Abuja - Mararaba,111,133,24,268,,,628
2024-09-10 00:00:00,Abuja - Lokogoma,202,317,35,554,,,629
2024-09-10 00:00:00,PHC,255,419,37,711,,,630
2024-09-10 00:00:00,Ibadan,329,487,52,868,,,631
2024-09-10 00:00:00,Ife,115,179,6,300,,,632
2024-09-10 00:00:00,Canada (Toronto),147,226,28,401,,,633
2024-09-10 00:00:00,Canada (Ottawa),18,32,5,55,,,634
2024-09-10 00:00:00,UK (Birm),55,100,8,163,,,635
2024-09-10 00:00:00,UK (London),83,158,9,250,,,636
2024-09-10 00:00:00,UK (Manchester),59,84,9,152,,,638
2024-09-10 00:00:00,Uyo,108,126,5,239,,,639
2024-09-10 00:00:00,Akure,52,71,8,131,,,640
2024-09-10 00:00:00,US-Dallas,19,32,0,51,,,641
2024-09-10 00:00:00,US-DMV,11,22,0,33,,,642
2024-09-10 00:00:00,Benin,47,68,0,115,,,643
2024-09-10 00:00:00,Ilorin,64,111,2,177,,,644
2024-09-10 00:00:00,Abeokuta,82,111,6,199,9704,,645
2024-09-17 00:00:00,Lagos - Ikeja,761,1090,66,1917,,,646
2024-09-17 00:00:00,Lagos - Yaba,345,515,10,870,,,647
2024-09-17 00:00:00,Lagos - VI,178,326,10,514,,,648
2024-09-17 00:00:00,Lagos - Ago,216,296,38,550,,,649
2024-09-17 00:00:00,Lagos - Ajah,121,170,18,309,,,650
2024-09-17 00:00:00,Abuja - Utako,278,396,44,718,,,651
2024-09-17 00:00:00,Abuja - Mararaba,145,163,26,334,,,652
2024-09-17 00:00:00,Abuja - Lokogoma,206,325,37,568,,,653
2024-09-17 00:00:00,PHC,281,379,43,703,,,654
2024-09-17 00:00:00,Ibadan,305,481,50,836,,,655
2024-09-17 00:00:00,Ife,107,166,7,280,,,656
2024-09-17 00:00:00,Canada (Toronto),147,233,25,405,,,657
2024-09-17 00:00:00,Canada (Ottawa),20,37,8,65,,,658
2024-09-17 00:00:00,UK (Birm),68,95,7,170,,,659
2024-09-17 00:00:00,UK (London),91,160,6,257,,,660
2024-09-17 00:00:00,UK (Glasglow),34,35,1,70,,,661
2024-09-17 00:00:00,UK (Manchester),52,92,10,154,,,662
2024-09-17 00:00:00,Uyo,98,105,8,211,,,663
2024-09-17 00:00:00,Akure,60,78,8,146,,,664
2024-09-17 00:00:00,US-Dallas,19,29,1,49,,,665
2024-09-17 00:00:00,US-DMV,11,26,0,37,,,666
2024-09-17 00:00:00,Ilorin,61,84,5,150,,,667
2024-09-17 00:00:00,Abeokuta,79,133,10,222,,,668
2024-09-17 00:00:00,Benin,34,64,3,101,9636,,669
2024-09-24 00:00:00,Lagos - Ikeja,792,1089,84,1965,,,670
2024-09-24 00:00:00,Lagos - Yaba,344,554,14,912,,,671
2024-09-24 00:00:00,Lagos - VI,181,316,15,512,,,672
2024-09-24 00:00:00,Lagos - Ago,198,315,47,560,,,673
2024-09-24 00:00:00,Lagos - Ajah,127,181,23,331,,,674
2024-09-24 00:00:00,Abuja - Utako,286,396,52,734,,,675
2024-09-24 00:00:00,Abuja - Mararaba,108,137,27,272,,,676
2024-09-24 00:00:00,Abuja - Lokogoma,192,297,37,526,,,677
2024-09-24 00:00:00,PHC,254,452,31,737,,,678
2024-09-24 00:00:00,Ibadan,330,520,63,913,,,679
2024-09-24 00:00:00,Ife,115,163,7,285,,,680
2024-09-24 00:00:00,Canada (Toronto),137,223,28,388,,,681
2024-09-24 00:00:00,Canada (Ottawa),28,28,4,60,,,682
2024-09-24 00:00:00,UK (Birm),57,97,11,165,,,683
2024-09-24 00:00:00,UK (London),92,143,4,239,,,684
2024-09-24 00:00:00,UK (Glasglow),30,31,2,63,,,685
2024-09-24 00:00:00,UK (Manchester),62,95,11,168,,,686
2024-09-24 00:00:00,Uyo,99,116,6,221,,,687
2024-09-24 00:00:00,Akure,66,80,9,155,,,688
2024-09-24 00:00:00,US-Dallas,22,28,0,50,,,689
2024-09-24 00:00:00,US-DMV,12,25,0,37,,,690
2024-09-24 00:00:00,Benin,55,73,0,128,,,691
2024-09-24 00:00:00,Ilorin,64,95,5,164,,,692
2024-09-24 00:00:00,Abeokuta,79,132,9,220,9805,,693
2024-10-01 00:00:00,Lagos - Ikeja,941,1293,101,2335,,,694
2024-10-01 00:00:00,Lagos - Yaba,377,581,22,980,,,695
2024-10-01 00:00:00,Lagos - VI,161,234,12,407,,,696
2024-10-01 00:00:00,Lagos - Ago,204,333,50,587,,,697
2024-10-01 00:00:00,Lagos - Ajah,126,192,18,336,,,698
2024-10-01 00:00:00,Abuja - Utako,310,396,56,762,,,699
2024-10-01 00:00:00,Abuja - Mararaba,120,158,31,309,,,700
2024-10-01 00:00:00,Abuja - Lokogoma,201,324,45,570,,,701
2024-10-01 00:00:00,PHC,378,539,24,941,,,702
2024-10-01 00:00:00,Ibadan,354,513,56,923,,,703
2024-10-01 00:00:00,Ife,138,169,4,311,,,704
2024-10-01 00:00:00,Canada (Toronto),161,231,27,419,,,705
2024-10-01 00:00:00,Canada (Ottawa),22,46,4,72,,,706
2024-10-01 00:00:00,UK (Birm),69,114,23,206,,,707
2024-10-01 00:00:00,UK (SE London),59,133,7,199,,,708
2024-10-01 00:00:00,UK (West London),45,73,6,124,,,709
2024-10-01 00:00:00,UK (Glasglow),29,30,1,60,,,710
2024-10-01 00:00:00,UK (Manchester),67,120,10,197,,,711
2024-10-01 00:00:00,Uyo,108,142,9,259,,,712
2024-10-01 00:00:00,Akure,61,63,9,133,,,713
2024-10-01 00:00:00,US-Dallas,21,33,3,57,,,714
2024-10-01 00:00:00,US-DMV,10,32,0,42,,,715
2024-10-01 00:00:00,Benin,44,73,5,122,,,716
2024-10-01 00:00:00,Abeokuta,89,155,12,256,10607,,718
2024-10-08 00:00:00,Lagos - Ikeja,856,1087,113,2056,,,719
2024-10-08 00:00:00,Lagos - Yaba,376,567,15,958,,,720
2024-10-08 00:00:00,Lagos - VI,175,297,23,495,,,721
2024-10-08 00:00:00,Lagos - Ago,222,333,58,613,,,722
2024-10-08 00:00:00,Lagos - Ajah,127,174,18,319,,,723
2024-10-08 00:00:00,Abuja - Utako,281,393,35,709,,,724
2024-10-08 00:00:00,Abuja - Mararaba,117,153,30,300,,,725
2024-10-08 00:00:00,Abuja - Lokogoma,209,298,40,547,,,726
2024-10-08 00:00:00,PHC,313,517,36,866,,,727
2024-10-08 00:00:00,Ibadan,351,548,43,942,,,728
2024-10-08 00:00:00,Ife,116,177,7,300,,,729
2024-10-08 00:00:00,Canada (Toronto),166,303,39,508,,,730
2024-10-08 00:00:00,Canada (Ottawa),36,60,8,104,,,731
2024-10-08 00:00:00,UK (Birm),70,105,16,191,,,732
2024-10-08 00:00:00,UK (SE London),65,127,9,201,,,733
2024-10-08 00:00:00,UK (West London),52,71,4,127,,,734
2024-10-08 00:00:00,UK (Glasglow),33,38,1,72,,,735
2024-10-08 00:00:00,UK (Manchester),71,113,13,197,,,736
2024-10-08 00:00:00,Uyo,110,131,12,253,,,737
2024-10-08 00:00:00,Akure,57,55,9,121,,,738
2024-10-08 00:00:00,US-Dallas,19,31,1,51,,,739
2024-10-08 00:00:00,US-DMV,14,28,1,43,,,740
2024-10-08 00:00:00,Benin,48,75,4,127,,,741
2024-10-08 00:00:00,Ilorin,69,68,1,138,,,742
2024-10-08 00:00:00,Abeokuta,72,155,9,236,10474,,743
2024-10-15 00:00:00,Lagos - Ikeja,785,946,95,1826,,,744
2024-10-15 00:00:00,Lagos - Yaba,358,507,17,882,,,745
2024-10-15 00:00:00,Lagos - VI,188,316,16,520,,,746
2024-10-15 00:00:00,Lagos - Ago,223,349,39,611,,,747
2024-10-15 00:00:00,Lagos - Ajah,134,180,13,327,,,748
2024-10-15 00:00:00,Abuja - Utako,297,398,57,752,,,749
2024-10-15 00:00:00,Abuja - Mararaba,105,146,32,283,,,750
2024-10-15 00:00:00,Abuja - Lokogoma,199,304,43,546,,,751
2024-10-15 00:00:00,PHC,394,528,42,964,,,752
2024-10-15 00:00:00,Ibadan,312,482,45,839,,,753
2024-10-15 00:00:00,Ife,113,162,7,282,,,754
2024-10-15 00:00:00,Canada (Toronto),157,206,40,403,,,755
2024-10-15 00:00:00,Canada (Ottawa),22,41,8,71,,,756
2024-10-15 00:00:00,UK (Birm),86,115,12,213,,,757
2024-10-15 00:00:00,UK (SE London),69,128,7,204,,,758
2024-10-15 00:00:00,UK (West London),50,72,3,125,,,759
2024-10-15 00:00:00,UK (Glasglow),36,35,1,72,,,760
2024-10-15 00:00:00,UK (Manchester),54,102,5,161,,,761
2024-10-15 00:00:00,Uyo,89,142,8,239,,,762
2024-10-15 00:00:00,Akure,43,70,7,120,,,763
2024-10-15 00:00:00,US-Dallas,17,25,1,43,,,764
2024-10-15 00:00:00,US-DMV,10,33,1,44,,,765
2024-10-15 00:00:00,Benin,48,84,4,136,,,766
2024-10-15 00:00:00,Ilorin,69,90,2,161,,,767
2024-10-15 00:00:00,Abeokuta,75,136,5,216,10040,,768
2024-10-22 00:00:00,Lagos - Ikeja,858,1187,104,2149,,,769
2024-10-22 00:00:00,Lagos - Yaba,303,457,19,779,,,770
2024-10-22 00:00:00,Lagos - VI,196,270,10,476,,,771
2024-10-22 00:00:00,Lagos - Ago,285,426,75,786,,,772
2024-10-22 00:00:00,Lagos - Ajah,134,172,21,327,,,773
2024-10-22 00:00:00,Abuja - Utako,392,493,61,946,,,774
2024-10-22 00:00:00,Abuja - Mararaba,106,158,28,292,,,775
2024-10-22 00:00:00,Abuja - Lokogoma,186,274,44,504,,,776
2024-10-22 00:00:00,PHC,337,485,40,862,,,777
2024-10-22 00:00:00,Ibadan,292,436,46,774,,,778
2024-10-22 00:00:00,Ife,115,170,5,290,,,779
2024-10-22 00:00:00,Canada (Toronto),149,215,36,400,,,780
2024-10-22 00:00:00,Canada (Ottawa),27,46,2,75,,,781
2024-10-22 00:00:00,UK (Birm),84,109,14,207,,,782
2024-10-22 00:00:00,UK (SE London),69,128,7,204,,,783
2024-10-22 00:00:00,UK (West London),46,85,6,137,,,784
2024-10-22 00:00:00,UK (Glasglow),37,31,1,69,,,785
2024-10-22 00:00:00,UK (Manchester),74,107,11,192,,,786
2024-10-22 00:00:00,Uyo,92,141,7,240,,,787
2024-10-22 00:00:00,Akure,49,75,6,130,,,788
2024-10-22 00:00:00,US-Dallas,19,34,3,56,,,789
2024-10-22 00:00:00,US-DMV,14,26,1,41,,,790
2024-10-22 00:00:00,Benin,43,85,2,130,,,791
2024-10-22 00:00:00,Ilorin,76,98,6,180,,,792
2024-10-22 00:00:00,Abeokuta,81,121,3,205,10451,,793
2024-10-29 00:00:00,Lagos - Ikeja,809,1139,93,2041,,,794
2024-10-29 00:00:00,Lagos - Yaba,382,514,10,906,,,795
2024-10-29 00:00:00,Lagos - VI,175,240,16,431,,,796
2024-10-29 00:00:00,Lagos - Ago,222,323,48,593,,,797
2024-10-29 00:00:00,Lagos - Ajah,159,166,15,340,,,798
2024-10-29 00:00:00,Abuja - Utako,430,514,65,1009,,,799
2024-10-29 00:00:00,Abuja - Mararaba,95,195,33,323,,,800
2024-10-29 00:00:00,Abuja - Lokogoma,211,296,41,548,,,801
2024-10-29 00:00:00,PHC,364,518,46,928,,,802
2024-10-29 00:00:00,Ibadan,281,474,52,807,,,803
2024-10-29 00:00:00,Ife,200,136,7,343,,,804
2024-10-29 00:00:00,Canada (Toronto),163,225,29,417,,,805
2024-10-29 00:00:00,Canada (Ottawa),22,35,6,63,,,806
2024-10-29 00:00:00,UK (Birm),82,118,19,219,,,807
2024-10-29 00:00:00,UK (SE London),76,143,6,225,,,808
2024-10-29 00:00:00,UK (West London),45,63,2,110,,,809
2024-10-29 00:00:00,UK (Glasglow),36,38,2,76,,,810
2024-10-29 00:00:00,UK (Manchester),77,116,8,201,,,811
2024-10-29 00:00:00,Uyo,116,168,7,291,,,812
2024-10-29 00:00:00,Akure,37,78,10,125,,,813
2024-10-29 00:00:00,US-Dallas,20,41,3,64,,,814
2024-10-29 00:00:00,US-DMV,13,28,0,41,,,815
2024-10-29 00:00:00,Benin,38,94,7,139,,,816
2024-10-29 00:00:00,Ilorin,61,69,4,134,,,817
2024-10-29 00:00:00,Abeokuta,67,111,6,184,10558,,818
2024-11-05 00:00:00,Lagos - Ikeja,741,988,91,1820,,,819
2024-11-05 00:00:00,Lagos - Yaba,387,590,21,998,,,820
2024-11-05 00:00:00,Lagos - VI,265,371,16,652,,,821
2024-11-05 00:00:00,Lagos - Ago,237,334,54,625,,,822
2024-11-05 00:00:00,Lagos - Ajah,132,166,18,316,,,823
2024-11-05 00:00:00,Abuja - Utako,371,532,52,955,,,824
2024-11-05 00:00:00,Abuja - Mararaba,100,152,31,283,,,825
2024-11-05 00:00:00,Abuja - Lokogoma,190,311,38,539,,,826
2024-11-05 00:00:00,PHC,318,465,41,824,,,827
2024-11-05 00:00:00,Ibadan,282,473,46,801,,,828
2024-11-05 00:00:00,Ife,111,136,5,252,,,829
2024-11-05 00:00:00,Canada (Toronto),180,267,36,483,,,830
2024-11-05 00:00:00,Canada (Ottawa),22,37,2,61,,,831
2024-11-05 00:00:00,UK (Birm),93,182,24,299,,,832
2024-11-05 00:00:00,UK (SE London),73,152,10,235,,,833
2024-11-05 00:00:00,UK (West London),42,60,4,106,,,834
2024-11-05 00:00:00,UK (Glasglow),42,37,1,80,,,835
2024-11-05 00:00:00,UK (Manchester),71,113,9,193,,,836
2024-11-05 00:00:00,Ireland (Dublin),68,91,6,165,,,837
2024-11-05 00:00:00,Uyo,113,147,8,268,,,838
2024-11-05 00:00:00,Akure,44,71,10,125,,,839
2024-11-05 00:00:00,US-Dallas,25,29,1,55,,,840
2024-11-05 00:00:00,US-DMV,18,31,1,50,,,841
2024-11-05 00:00:00,Benin,40,104,5,149,,,842
2024-11-05 00:00:00,Ilorin,59,87,2,148,,,843
2024-11-05 00:00:00,Abeokuta,69,122,7,198,10680,,844
2024-11-12 00:00:00,Lagos - Ikeja,956,1327,100,2383,,,845
2024-11-12 00:00:00,Lagos - Yaba,428,687,16,1131,,,846
2024-11-12 00:00:00,Lagos - VI,193,295,15,503,,,847
2024-11-12 00:00:00,Lagos - Ago,241,328,48,617,,,848
2024-11-12 00:00:00,Lagos - Ajah,141,180,18,339,,,849
2024-11-12 00:00:00,Abuja - Utako,394,562,62,1018,,,850
2024-11-12 00:00:00,Abuja - Mararaba,108,166,34,308,,,851
2024-11-12 00:00:00,Abuja - Lokogoma,231,326,42,599,,,852
2024-11-12 00:00:00,PHC,284,443,39,766,,,853
2024-11-12 00:00:00,Ibadan,309,534,41,884,,,854
2024-11-12 00:00:00,Ife,177,246,6,429,,,855
2024-11-12 00:00:00,Canada (Toronto),154,243,43,440,,,856
2024-11-12 00:00:00,Canada (Ottawa),26,38,3,67,,,857
2024-11-12 00:00:00,UK (Birm),58,121,17,196,,,858
2024-11-12 00:00:00,UK (SE London),72,130,5,207,,,859
2024-11-12 00:00:00,UK (West London),35,73,5,113,,,860
2024-11-12 00:00:00,UK (Glasglow),34,39,1,74,,,861
2024-11-12 00:00:00,UK (Manchester),61,116,10,187,,,862
2024-11-12 00:00:00,Ireland (Dublin),41,57,2,100,,,863
2024-11-12 00:00:00,Uyo,108,166,6,280,,,864
2024-11-12 00:00:00,Akure,60,65,9,134,,,865
2024-11-12 00:00:00,US-Dallas,19,31,0,50,,,866
2024-11-12 00:00:00,US-DMV,17,39,0,56,,,867
2024-11-12 00:00:00,Benin,40,87,7,134,,,868
2024-11-12 00:00:00,Ilorin,68,89,4,161,,,869
2024-11-12 00:00:00,Abeokuta,89,154,9,252,11428,,870
2024-11-19 00:00:00,Lagos - Ikeja,684,982,105,1771,,4267,871
2024-11-19 00:00:00,Lagos - Yaba,439,638,14,1091,,,872
2024-11-19 00:00:00,Lagos - VI,198,265,19,482,,,873
