Date,Campus,Male-Adult,Female-Adult,Kids/Teen,Total,Global total,Comments,unique_id
2024-11-19 00:00:00,Lagos - Ago,226,315,51,592,,,874
2024-11-19 00:00:00,Lagos - Ajah,128,182,21,331,,,875
2024-11-19 00:00:00,Abuja - Utako,372,477,116,965,,,876
2024-11-19 00:00:00,Abuja - Mararaba,102,145,17,264,,,877
2024-11-19 00:00:00,Abuja - Lokogoma,188,270,28,486,,,878
2024-11-19 00:00:00,PHC,314,460,38,812,,,879
2024-11-19 00:00:00,Ife,142,208,5,355,,,881
2024-11-19 00:00:00,Canada (Toronto),167,225,46,438,,,882
2024-11-19 00:00:00,Canada (Ottawa),26,35,3,64,,,883
2024-11-19 00:00:00,UK (Birm),63,126,13,202,,,884
2024-11-19 00:00:00,UK (SE London),74,135,12,224,,,885
2024-11-19 00:00:00,UK (West London),42,73,5,120,,,886
2024-11-19 00:00:00,UK (Glasgow),39,46,2,87,,,887
2024-11-19 00:00:00,UK (Manchester),76,106,12,194,,,888
2024-11-19 00:00:00,Ireland (Dublin),41,55,4,100,,,889
2024-11-19 00:00:00,Uyo,127,140,4,271,,,890
2024-11-19 00:00:00,Akure,57,76,5,138,,,891
2024-11-19 00:00:00,US-Dallas,19,31,1,51,,,892
2024-11-19 00:00:00,US-DMV,14,33,1,48,,,893
2024-11-19 00:00:00,Benin,50,92,2,144,,,894
2024-11-19 00:00:00,Ilorin,63,75,5,143,,,895
2024-11-19 00:00:00,Abeokuta,77,128,0,205,10339,,896
2024-11-26 00:00:00,Lagos - Ikeja,721,1000,126,1847,,,897
2024-11-26 00:00:00,Lagos - Yaba,327,566,12,905,,,898
2024-11-26 00:00:00,Lagos - VI,171,241,14,426,,,899
2024-11-26 00:00:00,Lagos - Ago,193,265,50,508,,,900
2024-11-26 00:00:00,Lagos - Ajah,118,169,16,303,,,901
2024-11-26 00:00:00,Abuja - Utako,320,438,65,823,,,902
2024-11-26 00:00:00,Abuja - Mararaba,96,121,23,240,,,903
2024-11-26 00:00:00,Abuja - Lokogoma,165,263,28,456,,,904
2024-11-26 00:00:00,PHC,351,428,46,825,,,905
2024-11-26 00:00:00,Ibadan,295,429,49,773,,,906
2024-11-26 00:00:00,Ife,132,195,5,332,,,907
2024-11-26 00:00:00,Canada (Toronto),160,227,37,424,,,908
2024-11-26 00:00:00,Canada (Ottawa),21,28,5,54,,,909
2024-11-26 00:00:00,UK (Birm),64,114,17,195,,,910
2024-11-26 00:00:00,UK (SE London),56,118,6,180,,,911
2024-11-26 00:00:00,UK (West London),38,67,2,107,,,912
2024-11-26 00:00:00,UK (Glasglow),24,41,1,66,,,913
2024-11-26 00:00:00,UK (Manchester),64,112,14,190,,,914
2024-11-26 00:00:00,Uyo,87,91,10,188,,,916
2024-11-26 00:00:00,Akure,41,64,10,115,,,917
2024-11-26 00:00:00,US-Dallas,22,30,2,54,,,918
2024-11-26 00:00:00,US-DMV,9,29,1,39,,,919
2024-11-26 00:00:00,Benin,36,71,5,112,,,920
2024-11-26 00:00:00,Ilorin,54,71,5,130,,,921
2024-11-26 00:00:00,Abeokuta,68,137,3,208,9500,,922
2024-12-03 00:00:00,Lagos - Ikeja,693,1079,129,1901,,,923
2024-12-03 00:00:00,Lagos - Yaba,397,630,10,1037,,,924
2024-12-03 00:00:00,Lagos - VI,151,237,11,399,,,925
2024-12-03 00:00:00,Lagos - Ago,203,296,51,550,,,926
2024-12-03 00:00:00,Lagos - Ajah,134,178,12,324,,,927
2024-12-03 00:00:00,Abuja - Utako,346,438,37,821,,,928
2024-12-03 00:00:00,Abuja - Mararaba,110,135,28,273,,,929
2024-12-03 00:00:00,Abuja - Lokogoma,184,295,27,506,,,930
2024-12-03 00:00:00,PHC,383,545,60,988,,,931
2024-12-03 00:00:00,Ibadan,287,458,46,791,,,932
2024-12-03 00:00:00,Ife,170,198,6,374,,,933
2024-12-03 00:00:00,Canada (Toronto),124,215,32,371,,,934
2024-12-03 00:00:00,Canada (Ottawa),19,29,7,55,,,935
2024-12-03 00:00:00,UK (Birm),102,56,13,171,,,936
2024-12-03 00:00:00,UK (SE London),53,113,6,172,,,937
2024-12-03 00:00:00,UK (West London),42,59,2,103,,,938
2024-12-03 00:00:00,UK (Glasglow),28,41,2,71,,,939
2024-12-03 00:00:00,UK (Manchester),125,198,13,336,,,940
2024-12-03 00:00:00,Uyo,131,173,8,312,,,942
2024-12-03 00:00:00,Akure,55,71,8,134,,,943
2024-12-03 00:00:00,US-Dallas,22,24,0,46,,,944
2024-12-03 00:00:00,US-DMV,12,27,0,39,,,945
2024-12-03 00:00:00,Benin,43,78,2,123,,,946
2024-12-03 00:00:00,Ilorin,55,79,4,138,,,947
2024-12-03 00:00:00,Abeokuta,69,129,4,202,10237,,948
2024-12-10 00:00:00,Lagos - Ikeja,715,837,104,1656,,,949
2024-12-10 00:00:00,Lagos - Yaba,374,542,19,935,,,950
2024-12-10 00:00:00,Lagos - VI,241,381,20,642,,,951
2024-12-10 00:00:00,Lagos - Ago,198,287,59,544,,,952
2024-12-10 00:00:00,Lagos - Ajah,182,133,9,324,,,953
2024-12-10 00:00:00,PHC,298,416,47,761,,,957
2024-12-10 00:00:00,Ibadan,270,429,29,728,,,958
2024-12-10 00:00:00,Canada (Toronto),127,213,30,370,,,960
2024-12-10 00:00:00,Canada (Ottawa),17,27,4,48,,,961
2024-12-10 00:00:00,UK (Birm),43,71,10,124,,,962
2024-12-10 00:00:00,UK (SE London),87,145,11,243,,,963
2024-12-10 00:00:00,UK (Glasglow),35,40,2,77,,,965
2024-12-10 00:00:00,UK (Manchester),54,102,11,167,,,966
2024-12-10 00:00:00,Uyo,94,136,9,239,,,968
2024-12-10 00:00:00,US-Dallas,24,28,0,52,,,970
2024-12-10 00:00:00,US-DMV,11,25,1,37,,,971
2024-12-10 00:00:00,Benin,37,67,2,106,,,972
2024-12-10 00:00:00,Ilorin,57,96,5,158,,,973
2024-12-10 00:00:00,Abeokuta,65,112,6,183,7715,,974
2024-12-17 00:00:00,Canada (Toronto),114,179,30,323,,,986
2024-12-17 00:00:00,Canada (Ottawa),19,31,1,51,,,987
2024-12-17 00:00:00,US-Dallas,22,27,0,49,,,996
2024-12-17 00:00:00,US-DMV,11,24,3,38,,,997
2024-12-17 00:00:00,Abeokuta,31,65,-,96,614,,1000
2024-12-24 00:00:00,Lagos - Ikeja,865,1233,184,2282,,,1001
2024-12-24 00:00:00,Lagos - Yaba,293,417,29,739,,,1002
2024-12-24 00:00:00,Lagos - VI,161,223,20,404,,,1003
2024-12-24 00:00:00,Lagos - Ago,197,311,35,543,,,1004
2024-12-24 00:00:00,Lagos - Ajah,110,169,16,295,,,1005
2024-12-24 00:00:00,PHC,256,362,40,658,,,1009
2024-12-24 00:00:00,Ibadan,240,369,34,643,,,1010
2024-12-24 00:00:00,Ife,90,105,2,197,,,1011
2024-12-24 00:00:00,Canada (Toronto),180,275,40,495,,,1012
2024-12-24 00:00:00,Canada (Ottawa),19,33,1,53,,,1013
2024-12-24 00:00:00,UK (Birm),99,165,35,299,,,1014
2024-12-24 00:00:00,UK (SE London),115,234,14,403,,,1015
2024-12-24 00:00:00,UK (Glasglow),41,40,2,83,,,1017
2024-12-24 00:00:00,Ireland (Dublin),28,35,1,64,,,1019
2024-12-24 00:00:00,Uyo,97,114,6,217,,,1020
2024-12-24 00:00:00,Akure,45,63,8,116,,,1021
2024-12-24 00:00:00,US-Dallas,21,30,0,51,,,1022
2024-12-24 00:00:00,US-DMV,11,22,0,33,,,1023
2024-12-24 00:00:00,Benin,48,68,2,118,,,1024
2024-12-24 00:00:00,Ilorin,72,57,6,135,,,1025
2024-12-24 00:00:00,Abeokuta,61,134,15,210,8038,,1026
2024-12-31 00:00:00,Lagos - Ikeja,897,1174,159,2230,,,1027
2024-12-31 00:00:00,Lagos- Yaba,613,815,15,,,,1028
2024-12-31 00:00:00,Lagos-Ago,268,371,53,692,,,1029
2024-12-31 00:00:00,Lagos-Ajah,118,196,23,337,,,1030
2024-12-31 00:00:00,Lagos - VI,156,211,17,384,768,,1031
2024-12-31 00:00:00,PHC,233,335,63,,,,1035
2024-12-31 00:00:00,Ibadan,215,312,32,559,,,1036
2024-12-31 00:00:00,Akure,56,76,9,141,,,1037
2024-12-31 00:00:00,Ile Ife,53,71,2,126,,,1038
2024-12-31 00:00:00,Uyo,90,111,13,214,,,1040
2024-12-31 00:00:00,UK (SE London),110,196,26,332,,,1041
2024-12-31 00:00:00,Abeokuta,64,93,11,168,,,1044
2024-12-31 00:00:00,Canada (Toronto),174,224,24,422,,,1045
2024-12-31 00:00:00,US-Dallas,27,46,1,74,,,1046
2024-12-31 00:00:00,Canada (Ottawa),33,38,10,81,,,1047
2024-12-31 00:00:00,Ireland (Dublin),26,34,3,63,,,1050
2024-12-31 00:00:00,US-DMV,5,9,0,14,,,1051
2024-12-31 00:00:00,Benin,38,56,4,98,5935,,1052
2024-12-31 00:00:00,Lagos - VI (Overture),364,437,4,805,,,1053
